"Story","Title","Result","Date","Stability","Duration (s)"
"Escenario para comprar productos en el exito por diferente categprias","Buy for category and subcategory","PENDING","2023-03-01T19:53:21.3327066-05:00[America/Bogota]","0.0","13.85"
