"Story","Title","Result","Date","Stability","Duration (s)"
"Escenario para comprar productos en el exito por diferente categprias","Buy for category and subcategory","ERROR","2023-03-01T22:06:07.3364813-05:00[America/Bogota]","0.0","68.02"
