"Story","Title","Result","Date","Stability","Duration (s)"
"Escenario para comprar productos en el exito por diferente categprias","Buy for category and subcategory","ERROR","2023-03-08T11:17:20.7481617-05:00[America/Bogota]","0.0","19.64"
